produk_id,sku,nama_produk,kategori,harga,stok,supplier,aktif
676,SKU00676,Produk Simulasi 676,Makanan,97612,492,Cipta Grosir,N
677,SKU00677,Produk Simulasi 677,Minuman,97749,9,Sinar Distribusi,Y
678,SKU00678,Produk Simulasi 678,Kesehatan,97886,26,Mitra Dagang,Y
679,SKU00679,Produk Simulasi 679,Hobi,98023,43,Global Retail,Y
680,SKU00680,Produk Simulasi 680,Elektronik,98160,60,Nusantara Supply,Y
681,SKU00681,Produk Simulasi 681,Rumah Tangga,98297,77,Cipta Grosir,Y
682,SKU00682,Produk Simulasi 682,Fashion,98434,94,Sinar Distribusi,Y
683,SKU00683,Produk Simulasi 683,ATK,98571,111,Mitra Dagang,Y
684,SKU00684,Produk Simulasi 684,Makanan,98708,128,Global Retail,Y
685,SKU00685,Produk Simulasi 685,Minuman,98845,145,Nusantara Supply,Y
686,SKU00686,Produk Simulasi 686,Kesehatan,98982,162,Cipta Grosir,Y
687,SKU00687,Produk Simulasi 687,Hobi,99119,179,Sinar Distribusi,Y
688,SKU00688,Produk Simulasi 688,Elektronik,99256,196,Mitra Dagang,Y
689,SKU00689,Produk Simulasi 689,Rumah Tangga,99393,213,Global Retail,N
690,SKU00690,Produk Simulasi 690,Fashion,99530,230,Nusantara Supply,Y
691,SKU00691,Produk Simulasi 691,ATK,99667,247,Cipta Grosir,Y
692,SKU00692,Produk Simulasi 692,Makanan,99804,264,Sinar Distribusi,Y
693,SKU00693,Produk Simulasi 693,Minuman,99941,281,Mitra Dagang,Y
694,SKU00694,Produk Simulasi 694,Kesehatan,100078,298,Global Retail,Y
695,SKU00695,Produk Simulasi 695,Hobi,100215,315,Nusantara Supply,Y
696,SKU00696,Produk Simulasi 696,Elektronik,100352,332,Cipta Grosir,Y
697,SKU00697,Produk Simulasi 697,Rumah Tangga,100489,349,Sinar Distribusi,Y
698,SKU00698,Produk Simulasi 698,Fashion,100626,366,Mitra Dagang,Y
699,SKU00699,Produk Simulasi 699,ATK,100763,383,Global Retail,Y
700,SKU00700,Produk Simulasi 700,Makanan,100900,400,Nusantara Supply,Y
701,SKU00701,Produk Simulasi 701,Minuman,101037,417,Cipta Grosir,Y
702,SKU00702,Produk Simulasi 702,Kesehatan,101174,434,Sinar Distribusi,N
703,SKU00703,Produk Simulasi 703,Hobi,101311,451,Mitra Dagang,Y
704,SKU00704,Produk Simulasi 704,Elektronik,101448,468,Global Retail,Y
705,SKU00705,Produk Simulasi 705,Rumah Tangga,101585,485,Nusantara Supply,Y
706,SKU00706,Produk Simulasi 706,Fashion,101722,2,Cipta Grosir,Y
707,SKU00707,Produk Simulasi 707,ATK,101859,19,Sinar Distribusi,Y
708,SKU00708,Produk Simulasi 708,Makanan,101996,36,Mitra Dagang,Y
709,SKU00709,Produk Simulasi 709,Minuman,102133,53,Global Retail,Y
710,SKU00710,Produk Simulasi 710,Kesehatan,102270,70,Nusantara Supply,Y
711,SKU00711,Produk Simulasi 711,Hobi,102407,87,Cipta Grosir,Y
712,SKU00712,Produk Simulasi 712,Elektronik,102544,104,Sinar Distribusi,Y
713,SKU00713,Produk Simulasi 713,Rumah Tangga,102681,121,Mitra Dagang,Y
714,SKU00714,Produk Simulasi 714,Fashion,102818,138,Global Retail,Y
715,SKU00715,Produk Simulasi 715,ATK,102955,155,Nusantara Supply,N
716,SKU00716,Produk Simulasi 716,Makanan,103092,172,Cipta Grosir,Y
717,SKU00717,Produk Simulasi 717,Minuman,103229,189,Sinar Distribusi,Y
718,SKU00718,Produk Simulasi 718,Kesehatan,103366,206,Mitra Dagang,Y
719,SKU00719,Produk Simulasi 719,Hobi,103503,223,Global Retail,Y
720,SKU00720,Produk Simulasi 720,Elektronik,103640,240,Nusantara Supply,Y
721,SKU00721,Produk Simulasi 721,Rumah Tangga,103777,257,Cipta Grosir,Y
722,SKU00722,Produk Simulasi 722,Fashion,103914,274,Sinar Distribusi,Y
723,SKU00723,Produk Simulasi 723,ATK,104051,291,Mitra Dagang,Y
724,SKU00724,Produk Simulasi 724,Makanan,104188,308,Global Retail,Y
725,SKU00725,Produk Simulasi 725,Minuman,104325,325,Nusantara Supply,Y
726,SKU00726,Produk Simulasi 726,Kesehatan,104462,342,Cipta Grosir,Y
727,SKU00727,Produk Simulasi 727,Hobi,104599,359,Sinar Distribusi,Y
728,SKU00728,Produk Simulasi 728,Elektronik,104736,376,Mitra Dagang,N
729,SKU00729,Produk Simulasi 729,Rumah Tangga,104873,393,Global Retail,Y
730,SKU00730,Produk Simulasi 730,Fashion,105010,410,Nusantara Supply,Y
731,SKU00731,Produk Simulasi 731,ATK,105147,427,Cipta Grosir,Y
732,SKU00732,Produk Simulasi 732,Makanan,105284,444,Sinar Distribusi,Y
733,SKU00733,Produk Simulasi 733,Minuman,105421,461,Mitra Dagang,Y
734,SKU00734,Produk Simulasi 734,Kesehatan,105558,478,Global Retail,Y
735,SKU00735,Produk Simulasi 735,Hobi,105695,495,Nusantara Supply,Y
736,SKU00736,Produk Simulasi 736,Elektronik,105832,12,Cipta Grosir,Y
737,SKU00737,Produk Simulasi 737,Rumah Tangga,105969,29,Sinar Distribusi,Y
738,SKU00738,Produk Simulasi 738,Fashion,106106,46,Mitra Dagang,Y
739,SKU00739,Produk Simulasi 739,ATK,106243,63,Global Retail,Y
740,SKU00740,Produk Simulasi 740,Makanan,106380,80,Nusantara Supply,Y
741,SKU00741,Produk Simulasi 741,Minuman,106517,97,Cipta Grosir,N
742,SKU00742,Produk Simulasi 742,Kesehatan,106654,114,Sinar Distribusi,Y
743,SKU00743,Produk Simulasi 743,Hobi,106791,131,Mitra Dagang,Y
744,SKU00744,Produk Simulasi 744,Elektronik,106928,148,Global Retail,Y
745,SKU00745,Produk Simulasi 745,Rumah Tangga,107065,165,Nusantara Supply,Y
746,SKU00746,Produk Simulasi 746,Fashion,107202,182,Cipta Grosir,Y
747,SKU00747,Produk Simulasi 747,ATK,107339,199,Sinar Distribusi,Y
748,SKU00748,Produk Simulasi 748,Makanan,107476,216,Mitra Dagang,Y
749,SKU00749,Produk Simulasi 749,Minuman,107613,233,Global Retail,Y
750,SKU00750,Produk Simulasi 750,Kesehatan,107750,250,Nusantara Supply,Y
751,SKU00751,Produk Simulasi 751,Hobi,107887,267,Cipta Grosir,Y
752,SKU00752,Produk Simulasi 752,Elektronik,108024,284,Sinar Distribusi,Y
753,SKU00753,Produk Simulasi 753,Rumah Tangga,108161,301,Mitra Dagang,Y
754,SKU00754,Produk Simulasi 754,Fashion,108298,318,Global Retail,N
755,SKU00755,Produk Simulasi 755,ATK,108435,335,Nusantara Supply,Y
756,SKU00756,Produk Simulasi 756,Makanan,108572,352,Cipta Grosir,Y
757,SKU00757,Produk Simulasi 757,Minuman,108709,369,Sinar Distribusi,Y
758,SKU00758,Produk Simulasi 758,Kesehatan,108846,386,Mitra Dagang,Y
759,SKU00759,Produk Simulasi 759,Hobi,108983,403,Global Retail,Y
760,SKU00760,Produk Simulasi 760,Elektronik,109120,420,Nusantara Supply,Y
761,SKU00761,Produk Simulasi 761,Rumah Tangga,109257,437,Cipta Grosir,Y
762,SKU00762,Produk Simulasi 762,Fashion,109394,454,Sinar Distribusi,Y
763,SKU00763,Produk Simulasi 763,ATK,109531,471,Mitra Dagang,Y
764,SKU00764,Produk Simulasi 764,Makanan,109668,488,Global Retail,Y
765,SKU00765,Produk Simulasi 765,Minuman,109805,5,Nusantara Supply,Y
766,SKU00766,Produk Simulasi 766,Kesehatan,109942,22,Cipta Grosir,Y
767,SKU00767,Produk Simulasi 767,Hobi,110079,39,Sinar Distribusi,N
768,SKU00768,Produk Simulasi 768,Elektronik,110216,56,Mitra Dagang,Y
769,SKU00769,Produk Simulasi 769,Rumah Tangga,110353,73,Global Retail,Y
770,SKU00770,Produk Simulasi 770,Fashion,110490,90,Nusantara Supply,Y
771,SKU00771,Produk Simulasi 771,ATK,110627,107,Cipta Grosir,Y
772,SKU00772,Produk Simulasi 772,Makanan,110764,124,Sinar Distribusi,Y
773,SKU00773,Produk Simulasi 773,Minuman,110901,141,Mitra Dagang,Y
774,SKU00774,Produk Simulasi 774,Kesehatan,111038,158,Global Retail,Y
775,SKU00775,Produk Simulasi 775,Hobi,111175,175,Nusantara Supply,Y
776,SKU00776,Produk Simulasi 776,Elektronik,111312,192,Cipta Grosir,Y
777,SKU00777,Produk Simulasi 777,Rumah Tangga,111449,209,Sinar Distribusi,Y
778,SKU00778,Produk Simulasi 778,Fashion,111586,226,Mitra Dagang,Y
779,SKU00779,Produk Simulasi 779,ATK,111723,243,Global Retail,Y
780,SKU00780,Produk Simulasi 780,Makanan,111860,260,Nusantara Supply,N
781,SKU00781,Produk Simulasi 781,Minuman,111997,277,Cipta Grosir,Y
782,SKU00782,Produk Simulasi 782,Kesehatan,112134,294,Sinar Distribusi,Y
783,SKU00783,Produk Simulasi 783,Hobi,112271,311,Mitra Dagang,Y
784,SKU00784,Produk Simulasi 784,Elektronik,112408,328,Global Retail,Y
785,SKU00785,Produk Simulasi 785,Rumah Tangga,112545,345,Nusantara Supply,Y
786,SKU00786,Produk Simulasi 786,Fashion,112682,362,Cipta Grosir,Y
787,SKU00787,Produk Simulasi 787,ATK,112819,379,Sinar Distribusi,Y
788,SKU00788,Produk Simulasi 788,Makanan,112956,396,Mitra Dagang,Y
789,SKU00789,Produk Simulasi 789,Minuman,113093,413,Global Retail,Y
790,SKU00790,Produk Simulasi 790,Kesehatan,113230,430,Nusantara Supply,Y
791,SKU00791,Produk Simulasi 791,Hobi,113367,447,Cipta Grosir,Y
792,SKU00792,Produk Simulasi 792,Elektronik,113504,464,Sinar Distribusi,Y
793,SKU00793,Produk Simulasi 793,Rumah Tangga,113641,481,Mitra Dagang,N
794,SKU00794,Produk Simulasi 794,Fashion,113778,498,Global Retail,Y
795,SKU00795,Produk Simulasi 795,ATK,113915,15,Nusantara Supply,Y
796,SKU00796,Produk Simulasi 796,Makanan,114052,32,Cipta Grosir,Y
797,SKU00797,Produk Simulasi 797,Minuman,114189,49,Sinar Distribusi,Y
798,SKU00798,Produk Simulasi 798,Kesehatan,114326,66,Mitra Dagang,Y
799,SKU00799,Produk Simulasi 799,Hobi,114463,83,Global Retail,Y
800,SKU00800,Produk Simulasi 800,Elektronik,114600,100,Nusantara Supply,Y
801,SKU00801,Produk Simulasi 801,Rumah Tangga,114737,117,Cipta Grosir,Y
802,SKU00802,Produk Simulasi 802,Fashion,114874,134,Sinar Distribusi,Y
803,SKU00803,Produk Simulasi 803,ATK,115011,151,Mitra Dagang,Y
804,SKU00804,Produk Simulasi 804,Makanan,115148,168,Global Retail,Y
805,SKU00805,Produk Simulasi 805,Minuman,115285,185,Nusantara Supply,Y
806,SKU00806,Produk Simulasi 806,Kesehatan,115422,202,Cipta Grosir,N
807,SKU00807,Produk Simulasi 807,Hobi,115559,219,Sinar Distribusi,Y
808,SKU00808,Produk Simulasi 808,Elektronik,115696,236,Mitra Dagang,Y
809,SKU00809,Produk Simulasi 809,Rumah Tangga,115833,253,Global Retail,Y
810,SKU00810,Produk Simulasi 810,Fashion,115970,270,Nusantara Supply,Y
811,SKU00811,Produk Simulasi 811,ATK,116107,287,Cipta Grosir,Y
812,SKU00812,Produk Simulasi 812,Makanan,116244,304,Sinar Distribusi,Y
813,SKU00813,Produk Simulasi 813,Minuman,116381,321,Mitra Dagang,Y
814,SKU00814,Produk Simulasi 814,Kesehatan,116518,338,Global Retail,Y
815,SKU00815,Produk Simulasi 815,Hobi,116655,355,Nusantara Supply,Y
816,SKU00816,Produk Simulasi 816,Elektronik,116792,372,Cipta Grosir,Y
817,SKU00817,Produk Simulasi 817,Rumah Tangga,116929,389,Sinar Distribusi,Y
818,SKU00818,Produk Simulasi 818,Fashion,117066,406,Mitra Dagang,Y
819,SKU00819,Produk Simulasi 819,ATK,117203,423,Global Retail,N
820,SKU00820,Produk Simulasi 820,Makanan,117340,440,Nusantara Supply,Y
821,SKU00821,Produk Simulasi 821,Minuman,117477,457,Cipta Grosir,Y
822,SKU00822,Produk Simulasi 822,Kesehatan,117614,474,Sinar Distribusi,Y
823,SKU00823,Produk Simulasi 823,Hobi,117751,491,Mitra Dagang,Y
824,SKU00824,Produk Simulasi 824,Elektronik,117888,8,Global Retail,Y
825,SKU00825,Produk Simulasi 825,Rumah Tangga,118025,25,Nusantara Supply,Y
826,SKU00826,Produk Simulasi 826,Fashion,118162,42,Cipta Grosir,Y
827,SKU00827,Produk Simulasi 827,ATK,118299,59,Sinar Distribusi,Y
828,SKU00828,Produk Simulasi 828,Makanan,118436,76,Mitra Dagang,Y
829,SKU00829,Produk Simulasi 829,Minuman,118573,93,Global Retail,Y
830,SKU00830,Produk Simulasi 830,Kesehatan,118710,110,Nusantara Supply,Y
831,SKU00831,Produk Simulasi 831,Hobi,118847,127,Cipta Grosir,Y
832,SKU00832,Produk Simulasi 832,Elektronik,118984,144,Sinar Distribusi,N
833,SKU00833,Produk Simulasi 833,Rumah Tangga,119121,161,Mitra Dagang,Y
834,SKU00834,Produk Simulasi 834,Fashion,119258,178,Global Retail,Y
835,SKU00835,Produk Simulasi 835,ATK,119395,195,Nusantara Supply,Y
836,SKU00836,Produk Simulasi 836,Makanan,119532,212,Cipta Grosir,Y
837,SKU00837,Produk Simulasi 837,Minuman,119669,229,Sinar Distribusi,Y
838,SKU00838,Produk Simulasi 838,Kesehatan,119806,246,Mitra Dagang,Y
839,SKU00839,Produk Simulasi 839,Hobi,119943,263,Global Retail,Y
840,SKU00840,Produk Simulasi 840,Elektronik,120080,280,Nusantara Supply,Y
841,SKU00841,Produk Simulasi 841,Rumah Tangga,120217,297,Cipta Grosir,Y
842,SKU00842,Produk Simulasi 842,Fashion,120354,314,Sinar Distribusi,Y
843,SKU00843,Produk Simulasi 843,ATK,120491,331,Mitra Dagang,Y
844,SKU00844,Produk Simulasi 844,Makanan,120628,348,Global Retail,Y
845,SKU00845,Produk Simulasi 845,Minuman,120765,365,Nusantara Supply,N
846,SKU00846,Produk Simulasi 846,Kesehatan,120902,382,Cipta Grosir,Y
847,SKU00847,Produk Simulasi 847,Hobi,121039,399,Sinar Distribusi,Y
848,SKU00848,Produk Simulasi 848,Elektronik,121176,416,Mitra Dagang,Y
849,SKU00849,Produk Simulasi 849,Rumah Tangga,121313,433,Global Retail,Y
850,SKU00850,Produk Simulasi 850,Fashion,121450,450,Nusantara Supply,Y
851,SKU00851,Produk Simulasi 851,ATK,121587,467,Cipta Grosir,Y
852,SKU00852,Produk Simulasi 852,Makanan,121724,484,Sinar Distribusi,Y
853,SKU00853,Produk Simulasi 853,Minuman,121861,1,Mitra Dagang,Y
854,SKU00854,Produk Simulasi 854,Kesehatan,121998,18,Global Retail,Y
855,SKU00855,Produk Simulasi 855,Hobi,122135,35,Nusantara Supply,Y
856,SKU00856,Produk Simulasi 856,Elektronik,122272,52,Cipta Grosir,Y
857,SKU00857,Produk Simulasi 857,Rumah Tangga,122409,69,Sinar Distribusi,Y
858,SKU00858,Produk Simulasi 858,Fashion,122546,86,Mitra Dagang,N
859,SKU00859,Produk Simulasi 859,ATK,122683,103,Global Retail,Y
860,SKU00860,Produk Simulasi 860,Makanan,122820,120,Nusantara Supply,Y
861,SKU00861,Produk Simulasi 861,Minuman,122957,137,Cipta Grosir,Y
862,SKU00862,Produk Simulasi 862,Kesehatan,123094,154,Sinar Distribusi,Y
863,SKU00863,Produk Simulasi 863,Hobi,123231,171,Mitra Dagang,Y
864,SKU00864,Produk Simulasi 864,Elektronik,123368,188,Global Retail,Y
865,SKU00865,Produk Simulasi 865,Rumah Tangga,123505,205,Nusantara Supply,Y
866,SKU00866,Produk Simulasi 866,Fashion,123642,222,Cipta Grosir,Y
867,SKU00867,Produk Simulasi 867,ATK,123779,239,Sinar Distribusi,Y
868,SKU00868,Produk Simulasi 868,Makanan,123916,256,Mitra Dagang,Y
869,SKU00869,Produk Simulasi 869,Minuman,124053,273,Global Retail,Y
870,SKU00870,Produk Simulasi 870,Kesehatan,124190,290,Nusantara Supply,Y
871,SKU00871,Produk Simulasi 871,Hobi,124327,307,Cipta Grosir,N
872,SKU00872,Produk Simulasi 872,Elektronik,124464,324,Sinar Distribusi,Y
873,SKU00873,Produk Simulasi 873,Rumah Tangga,124601,341,Mitra Dagang,Y
874,SKU00874,Produk Simulasi 874,Fashion,124738,358,Global Retail,Y
875,SKU00875,Produk Simulasi 875,ATK,124875,375,Nusantara Supply,Y
876,SKU00876,Produk Simulasi 876,Makanan,125012,392,Cipta Grosir,Y
877,SKU00877,Produk Simulasi 877,Minuman,125149,409,Sinar Distribusi,Y
878,SKU00878,Produk Simulasi 878,Kesehatan,125286,426,Mitra Dagang,Y
879,SKU00879,Produk Simulasi 879,Hobi,125423,443,Global Retail,Y
880,SKU00880,Produk Simulasi 880,Elektronik,125560,460,Nusantara Supply,Y
881,SKU00881,Produk Simulasi 881,Rumah Tangga,125697,477,Cipta Grosir,Y
882,SKU00882,Produk Simulasi 882,Fashion,125834,494,Sinar Distribusi,Y
883,SKU00883,Produk Simulasi 883,ATK,125971,11,Mitra Dagang,Y
884,SKU00884,Produk Simulasi 884,Makanan,126108,28,Global Retail,N
885,SKU00885,Produk Simulasi 885,Minuman,126245,45,Nusantara Supply,Y
886,SKU00886,Produk Simulasi 886,Kesehatan,126382,62,Cipta Grosir,Y
887,SKU00887,Produk Simulasi 887,Hobi,126519,79,Sinar Distribusi,Y
888,SKU00888,Produk Simulasi 888,Elektronik,126656,96,Mitra Dagang,Y
889,SKU00889,Produk Simulasi 889,Rumah Tangga,126793,113,Global Retail,Y
890,SKU00890,Produk Simulasi 890,Fashion,126930,130,Nusantara Supply,Y
891,SKU00891,Produk Simulasi 891,ATK,127067,147,Cipta Grosir,Y
892,SKU00892,Produk Simulasi 892,Makanan,127204,164,Sinar Distribusi,Y
893,SKU00893,Produk Simulasi 893,Minuman,127341,181,Mitra Dagang,Y
894,SKU00894,Produk Simulasi 894,Kesehatan,127478,198,Global Retail,Y
895,SKU00895,Produk Simulasi 895,Hobi,127615,215,Nusantara Supply,Y
896,SKU00896,Produk Simulasi 896,Elektronik,127752,232,Cipta Grosir,Y
897,SKU00897,Produk Simulasi 897,Rumah Tangga,127889,249,Sinar Distribusi,N
898,SKU00898,Produk Simulasi 898,Fashion,128026,266,Mitra Dagang,Y
899,SKU00899,Produk Simulasi 899,ATK,128163,283,Global Retail,Y
900,SKU00900,Produk Simulasi 900,Makanan,128300,300,Nusantara Supply,Y
901,SKU00901,Produk Simulasi 901,Minuman,128437,317,Cipta Grosir,Y
902,SKU00902,Produk Simulasi 902,Kesehatan,128574,334,Sinar Distribusi,Y
903,SKU00903,Produk Simulasi 903,Hobi,128711,351,Mitra Dagang,Y
904,SKU00904,Produk Simulasi 904,Elektronik,128848,368,Global Retail,Y
905,SKU00905,Produk Simulasi 905,Rumah Tangga,128985,385,Nusantara Supply,Y
906,SKU00906,Produk Simulasi 906,Fashion,129122,402,Cipta Grosir,Y
907,SKU00907,Produk Simulasi 907,ATK,129259,419,Sinar Distribusi,Y
908,SKU00908,Produk Simulasi 908,Makanan,129396,436,Mitra Dagang,Y
909,SKU00909,Produk Simulasi 909,Minuman,129533,453,Global Retail,Y
910,SKU00910,Produk Simulasi 910,Kesehatan,129670,470,Nusantara Supply,N
911,SKU00911,Produk Simulasi 911,Hobi,129807,487,Cipta Grosir,Y
912,SKU00912,Produk Simulasi 912,Elektronik,129944,4,Sinar Distribusi,Y
913,SKU00913,Produk Simulasi 913,Rumah Tangga,130081,21,Mitra Dagang,Y
914,SKU00914,Produk Simulasi 914,Fashion,130218,38,Global Retail,Y
915,SKU00915,Produk Simulasi 915,ATK,130355,55,Nusantara Supply,Y
916,SKU00916,Produk Simulasi 916,Makanan,130492,72,Cipta Grosir,Y
917,SKU00917,Produk Simulasi 917,Minuman,130629,89,Sinar Distribusi,Y
918,SKU00918,Produk Simulasi 918,Kesehatan,130766,106,Mitra Dagang,Y
919,SKU00919,Produk Simulasi 919,Hobi,130903,123,Global Retail,Y
920,SKU00920,Produk Simulasi 920,Elektronik,131040,140,Nusantara Supply,Y
921,SKU00921,Produk Simulasi 921,Rumah Tangga,131177,157,Cipta Grosir,Y
922,SKU00922,Produk Simulasi 922,Fashion,131314,174,Sinar Distribusi,Y
923,SKU00923,Produk Simulasi 923,ATK,131451,191,Mitra Dagang,N
924,SKU00924,Produk Simulasi 924,Makanan,131588,208,Global Retail,Y
925,SKU00925,Produk Simulasi 925,Minuman,131725,225,Nusantara Supply,Y
926,SKU00926,Produk Simulasi 926,Kesehatan,131862,242,Cipta Grosir,Y
927,SKU00927,Produk Simulasi 927,Hobi,131999,259,Sinar Distribusi,Y
928,SKU00928,Produk Simulasi 928,Elektronik,132136,276,Mitra Dagang,Y
929,SKU00929,Produk Simulasi 929,Rumah Tangga,132273,293,Global Retail,Y
930,SKU00930,Produk Simulasi 930,Fashion,132410,310,Nusantara Supply,Y
931,SKU00931,Produk Simulasi 931,ATK,132547,327,Cipta Grosir,Y
932,SKU00932,Produk Simulasi 932,Makanan,132684,344,Sinar Distribusi,Y
933,SKU00933,Produk Simulasi 933,Minuman,132821,361,Mitra Dagang,Y
934,SKU00934,Produk Simulasi 934,Kesehatan,132958,378,Global Retail,Y
935,SKU00935,Produk Simulasi 935,Hobi,133095,395,Nusantara Supply,Y
936,SKU00936,Produk Simulasi 936,Elektronik,133232,412,Cipta Grosir,N
937,SKU00937,Produk Simulasi 937,Rumah Tangga,133369,429,Sinar Distribusi,Y
938,SKU00938,Produk Simulasi 938,Fashion,133506,446,Mitra Dagang,Y
939,SKU00939,Produk Simulasi 939,ATK,133643,463,Global Retail,Y
940,SKU00940,Produk Simulasi 940,Makanan,133780,480,Nusantara Supply,Y
941,SKU00941,Produk Simulasi 941,Minuman,133917,497,Cipta Grosir,Y
942,SKU00942,Produk Simulasi 942,Kesehatan,134054,14,Sinar Distribusi,Y
943,SKU00943,Produk Simulasi 943,Hobi,134191,31,Mitra Dagang,Y
944,SKU00944,Produk Simulasi 944,Elektronik,134328,48,Global Retail,Y
945,SKU00945,Produk Simulasi 945,Rumah Tangga,134465,65,Nusantara Supply,Y
946,SKU00946,Produk Simulasi 946,Fashion,134602,82,Cipta Grosir,Y
947,SKU00947,Produk Simulasi 947,ATK,134739,99,Sinar Distribusi,Y
948,SKU00948,Produk Simulasi 948,Makanan,134876,116,Mitra Dagang,Y
949,SKU00949,Produk Simulasi 949,Minuman,135013,133,Global Retail,N
950,SKU00950,Produk Simulasi 950,Kesehatan,135150,150,Nusantara Supply,Y
951,SKU00951,Produk Simulasi 951,Hobi,135287,167,Cipta Grosir,Y
952,SKU00952,Produk Simulasi 952,Elektronik,135424,184,Sinar Distribusi,Y
953,SKU00953,Produk Simulasi 953,Rumah Tangga,135561,201,Mitra Dagang,Y
954,SKU00954,Produk Simulasi 954,Fashion,135698,218,Global Retail,Y
955,SKU00955,Produk Simulasi 955,ATK,135835,235,Nusantara Supply,Y
956,SKU00956,Produk Simulasi 956,Makanan,135972,252,Cipta Grosir,Y
957,SKU00957,Produk Simulasi 957,Minuman,136109,269,Sinar Distribusi,Y
958,SKU00958,Produk Simulasi 958,Kesehatan,136246,286,Mitra Dagang,Y
959,SKU00959,Produk Simulasi 959,Hobi,136383,303,Global Retail,Y
960,SKU00960,Produk Simulasi 960,Elektronik,136520,320,Nusantara Supply,Y
961,SKU00961,Produk Simulasi 961,Rumah Tangga,136657,337,Cipta Grosir,Y
962,SKU00962,Produk Simulasi 962,Fashion,136794,354,Sinar Distribusi,N
963,SKU00963,Produk Simulasi 963,ATK,136931,371,Mitra Dagang,Y
964,SKU00964,Produk Simulasi 964,Makanan,137068,388,Global Retail,Y
965,SKU00965,Produk Simulasi 965,Minuman,137205,405,Nusantara Supply,Y
966,SKU00966,Produk Simulasi 966,Kesehatan,137342,422,Cipta Grosir,Y
967,SKU00967,Produk Simulasi 967,Hobi,137479,439,Sinar Distribusi,Y
968,SKU00968,Produk Simulasi 968,Elektronik,137616,456,Mitra Dagang,Y
969,SKU00969,Produk Simulasi 969,Rumah Tangga,137753,473,Global Retail,Y
970,SKU00970,Produk Simulasi 970,Fashion,137890,490,Nusantara Supply,Y
971,SKU00971,Produk Simulasi 971,ATK,138027,7,Cipta Grosir,Y
972,SKU00972,Produk Simulasi 972,Makanan,138164,24,Sinar Distribusi,Y
973,SKU00973,Produk Simulasi 973,Minuman,138301,41,Mitra Dagang,Y
974,SKU00974,Produk Simulasi 974,Kesehatan,138438,58,Global Retail,Y
975,SKU00975,Produk Simulasi 975,Hobi,138575,75,Nusantara Supply,N
976,SKU00976,Produk Simulasi 976,Elektronik,138712,92,Cipta Grosir,Y
977,SKU00977,Produk Simulasi 977,Rumah Tangga,138849,109,Sinar Distribusi,Y
978,SKU00978,Produk Simulasi 978,Fashion,138986,126,Mitra Dagang,Y
979,SKU00979,Produk Simulasi 979,ATK,139123,143,Global Retail,Y
980,SKU00980,Produk Simulasi 980,Makanan,139260,160,Nusantara Supply,Y
981,SKU00981,Produk Simulasi 981,Minuman,139397,177,Cipta Grosir,Y
982,SKU00982,Produk Simulasi 982,Kesehatan,139534,194,Sinar Distribusi,Y
983,SKU00983,Produk Simulasi 983,Hobi,139671,211,Mitra Dagang,Y
984,SKU00984,Produk Simulasi 984,Elektronik,139808,228,Global Retail,Y
985,SKU00985,Produk Simulasi 985,Rumah Tangga,139945,245,Nusantara Supply,Y
986,SKU00986,Produk Simulasi 986,Fashion,140082,262,Cipta Grosir,Y
987,SKU00987,Produk Simulasi 987,ATK,140219,279,Sinar Distribusi,Y
988,SKU00988,Produk Simulasi 988,Makanan,140356,296,Mitra Dagang,N
989,SKU00989,Produk Simulasi 989,Minuman,140493,313,Global Retail,Y
990,SKU00990,Produk Simulasi 990,Kesehatan,140630,330,Nusantara Supply,Y
991,SKU00991,Produk Simulasi 991,Hobi,140767,347,Cipta Grosir,Y
992,SKU00992,Produk Simulasi 992,Elektronik,140904,364,Sinar Distribusi,Y
993,SKU00993,Produk Simulasi 993,Rumah Tangga,141041,381,Mitra Dagang,Y
994,SKU00994,Produk Simulasi 994,Fashion,141178,398,Global Retail,Y
995,SKU00995,Produk Simulasi 995,ATK,141315,415,Nusantara Supply,Y
996,SKU00996,Produk Simulasi 996,Makanan,141452,432,Cipta Grosir,Y
997,SKU00997,Produk Simulasi 997,Minuman,141589,449,Sinar Distribusi,Y
998,SKU00998,Produk Simulasi 998,Kesehatan,141726,466,Mitra Dagang,Y
999,SKU00999,Produk Simulasi 999,Hobi,141863,483,Global Retail,Y
1000,SKU01000,Produk Simulasi 1000,Elektronik,142000,0,Nusantara Supply,Y
1001,SKU01001,Produk Simulasi 1001,Rumah Tangga,142137,17,Cipta Grosir,N
1002,SKU01002,Produk Simulasi 1002,Fashion,142274,34,Sinar Distribusi,Y
1003,SKU01003,Produk Simulasi 1003,ATK,142411,51,Mitra Dagang,Y
1004,SKU01004,Produk Simulasi 1004,Makanan,142548,68,Global Retail,Y
1005,SKU01005,Produk Simulasi 1005,Minuman,142685,85,Nusantara Supply,Y
1006,SKU01006,Produk Simulasi 1006,Kesehatan,142822,102,Cipta Grosir,Y
1007,SKU01007,Produk Simulasi 1007,Hobi,142959,119,Sinar Distribusi,Y
1008,SKU01008,Produk Simulasi 1008,Elektronik,143096,136,Mitra Dagang,Y
1009,SKU01009,Produk Simulasi 1009,Rumah Tangga,143233,153,Global Retail,Y
1010,SKU01010,Produk Simulasi 1010,Fashion,143370,170,Nusantara Supply,Y
1011,SKU01011,Produk Simulasi 1011,ATK,143507,187,Cipta Grosir,Y
1012,SKU01012,Produk Simulasi 1012,Makanan,143644,204,Sinar Distribusi,Y
