pelanggan_id,nama,kota,level,tanggal_daftar,email_opt_in
874,Pelanggan 0874,Makassar,Gold,2024-05-24,Y
875,Pelanggan 0875,Semarang,Platinum,2024-05-25,Y
876,Pelanggan 0876,Yogyakarta,Bronze,2024-05-26,N
877,Pelanggan 0877,Denpasar,Silver,2024-05-27,Y
878,Pelanggan 0878,Palembang,Gold,2024-05-28,Y
879,Pelanggan 0879,Balikpapan,Platinum,2024-05-29,Y
880,Pelanggan 0880,Jakarta,Bronze,2024-05-30,N
881,Pelanggan 0881,Bandung,Silver,2024-05-31,Y
882,Pelanggan 0882,Surabaya,Gold,2024-06-01,Y
883,Pelanggan 0883,Medan,Platinum,2024-06-02,Y
884,Pelanggan 0884,Makassar,Bronze,2024-06-03,N
885,Pelanggan 0885,Semarang,Silver,2024-06-04,Y
886,Pelanggan 0886,Yogyakarta,Gold,2024-06-05,Y
887,Pelanggan 0887,Denpasar,Platinum,2024-06-06,Y
888,Pelanggan 0888,Palembang,Bronze,2024-06-07,N
889,Pelanggan 0889,Balikpapan,Silver,2024-06-08,Y
890,Pelanggan 0890,Jakarta,Gold,2024-06-09,Y
891,Pelanggan 0891,Bandung,Platinum,2024-06-10,Y
892,Pelanggan 0892,Surabaya,Bronze,2024-06-11,N
893,Pelanggan 0893,Medan,Silver,2024-06-12,Y
894,Pelanggan 0894,Makassar,Gold,2024-06-13,Y
895,Pelanggan 0895,Semarang,Platinum,2024-06-14,Y
896,Pelanggan 0896,Yogyakarta,Bronze,2024-06-15,N
897,Pelanggan 0897,Denpasar,Silver,2024-06-16,Y
898,Pelanggan 0898,Palembang,Gold,2024-06-17,Y
899,Pelanggan 0899,Balikpapan,Platinum,2024-06-18,Y
900,Pelanggan 0900,Jakarta,Bronze,2024-06-19,N
901,Pelanggan 0901,Bandung,Silver,2024-06-20,Y
902,Pelanggan 0902,Surabaya,Gold,2024-06-21,Y
903,Pelanggan 0903,Medan,Platinum,2024-06-22,Y
904,Pelanggan 0904,Makassar,Bronze,2024-06-23,N
905,Pelanggan 0905,Semarang,Silver,2024-06-24,Y
906,Pelanggan 0906,Yogyakarta,Gold,2024-06-25,Y
907,Pelanggan 0907,Denpasar,Platinum,2024-06-26,Y
908,Pelanggan 0908,Palembang,Bronze,2024-06-27,N
909,Pelanggan 0909,Balikpapan,Silver,2024-06-28,Y
910,Pelanggan 0910,Jakarta,Gold,2024-06-29,Y
911,Pelanggan 0911,Bandung,Platinum,2024-06-30,Y
912,Pelanggan 0912,Surabaya,Bronze,2024-07-01,N
913,Pelanggan 0913,Medan,Silver,2024-07-02,Y
914,Pelanggan 0914,Makassar,Gold,2024-07-03,Y
915,Pelanggan 0915,Semarang,Platinum,2024-07-04,Y
916,Pelanggan 0916,Yogyakarta,Bronze,2024-07-05,N
917,Pelanggan 0917,Denpasar,Silver,2024-07-06,Y
918,Pelanggan 0918,Palembang,Gold,2024-07-07,Y
919,Pelanggan 0919,Balikpapan,Platinum,2024-07-08,Y
920,Pelanggan 0920,Jakarta,Bronze,2024-07-09,N
921,Pelanggan 0921,Bandung,Silver,2024-07-10,Y
922,Pelanggan 0922,Surabaya,Gold,2024-07-11,Y
923,Pelanggan 0923,Medan,Platinum,2024-07-12,Y
924,Pelanggan 0924,Makassar,Bronze,2024-07-13,N
925,Pelanggan 0925,Semarang,Silver,2024-07-14,Y
926,Pelanggan 0926,Yogyakarta,Gold,2024-07-15,Y
927,Pelanggan 0927,Denpasar,Platinum,2024-07-16,Y
928,Pelanggan 0928,Palembang,Bronze,2024-07-17,N
929,Pelanggan 0929,Balikpapan,Silver,2024-07-18,Y
930,Pelanggan 0930,Jakarta,Gold,2024-07-19,Y
931,Pelanggan 0931,Bandung,Platinum,2024-07-20,Y
932,Pelanggan 0932,Surabaya,Bronze,2024-07-21,N
933,Pelanggan 0933,Medan,Silver,2024-07-22,Y
934,Pelanggan 0934,Makassar,Gold,2024-07-23,Y
935,Pelanggan 0935,Semarang,Platinum,2024-07-24,Y
936,Pelanggan 0936,Yogyakarta,Bronze,2024-07-25,N
937,Pelanggan 0937,Denpasar,Silver,2024-07-26,Y
938,Pelanggan 0938,Palembang,Gold,2024-07-27,Y
939,Pelanggan 0939,Balikpapan,Platinum,2024-07-28,Y
940,Pelanggan 0940,Jakarta,Bronze,2024-07-29,N
941,Pelanggan 0941,Bandung,Silver,2024-07-30,Y
942,Pelanggan 0942,Surabaya,Gold,2024-07-31,Y
943,Pelanggan 0943,Medan,Platinum,2024-08-01,Y
944,Pelanggan 0944,Makassar,Bronze,2024-08-02,N
945,Pelanggan 0945,Semarang,Silver,2024-08-03,Y
946,Pelanggan 0946,Yogyakarta,Gold,2024-08-04,Y
947,Pelanggan 0947,Denpasar,Platinum,2024-08-05,Y
948,Pelanggan 0948,Palembang,Bronze,2024-08-06,N
949,Pelanggan 0949,Balikpapan,Silver,2024-08-07,Y
950,Pelanggan 0950,Jakarta,Gold,2024-08-08,Y
951,Pelanggan 0951,Bandung,Platinum,2024-08-09,Y
952,Pelanggan 0952,Surabaya,Bronze,2024-08-10,N
953,Pelanggan 0953,Medan,Silver,2024-08-11,Y
954,Pelanggan 0954,Makassar,Gold,2024-08-12,Y
955,Pelanggan 0955,Semarang,Platinum,2024-08-13,Y
956,Pelanggan 0956,Yogyakarta,Bronze,2024-08-14,N
957,Pelanggan 0957,Denpasar,Silver,2024-08-15,Y
958,Pelanggan 0958,Palembang,Gold,2024-08-16,Y
959,Pelanggan 0959,Balikpapan,Platinum,2024-08-17,Y
960,Pelanggan 0960,Jakarta,Bronze,2024-08-18,N
961,Pelanggan 0961,Bandung,Silver,2024-08-19,Y
962,Pelanggan 0962,Surabaya,Gold,2024-08-20,Y
963,Pelanggan 0963,Medan,Platinum,2024-08-21,Y
964,Pelanggan 0964,Makassar,Bronze,2024-08-22,N
965,Pelanggan 0965,Semarang,Silver,2024-08-23,Y
966,Pelanggan 0966,Yogyakarta,Gold,2024-08-24,Y
967,Pelanggan 0967,Denpasar,Platinum,2024-08-25,Y
968,Pelanggan 0968,Palembang,Bronze,2024-08-26,N
969,Pelanggan 0969,Balikpapan,Silver,2024-08-27,Y
970,Pelanggan 0970,Jakarta,Gold,2024-08-28,Y
971,Pelanggan 0971,Bandung,Platinum,2024-08-29,Y
972,Pelanggan 0972,Surabaya,Bronze,2024-08-30,N
973,Pelanggan 0973,Medan,Silver,2024-08-31,Y
974,Pelanggan 0974,Makassar,Gold,2024-09-01,Y
975,Pelanggan 0975,Semarang,Platinum,2024-09-02,Y
976,Pelanggan 0976,Yogyakarta,Bronze,2024-09-03,N
977,Pelanggan 0977,Denpasar,Silver,2024-09-04,Y
978,Pelanggan 0978,Palembang,Gold,2024-09-05,Y
979,Pelanggan 0979,Balikpapan,Platinum,2024-09-06,Y
980,Pelanggan 0980,Jakarta,Bronze,2024-09-07,N
981,Pelanggan 0981,Bandung,Silver,2024-09-08,Y
982,Pelanggan 0982,Surabaya,Gold,2024-09-09,Y
983,Pelanggan 0983,Medan,Platinum,2024-09-10,Y
984,Pelanggan 0984,Makassar,Bronze,2024-09-11,N
985,Pelanggan 0985,Semarang,Silver,2024-09-12,Y
986,Pelanggan 0986,Yogyakarta,Gold,2024-09-13,Y
987,Pelanggan 0987,Denpasar,Platinum,2024-09-14,Y
988,Pelanggan 0988,Palembang,Bronze,2024-09-15,N
989,Pelanggan 0989,Balikpapan,Silver,2024-09-16,Y
990,Pelanggan 0990,Jakarta,Gold,2024-09-17,Y
991,Pelanggan 0991,Bandung,Platinum,2024-09-18,Y
992,Pelanggan 0992,Surabaya,Bronze,2024-09-19,N
993,Pelanggan 0993,Medan,Silver,2024-09-20,Y
994,Pelanggan 0994,Makassar,Gold,2024-09-21,Y
995,Pelanggan 0995,Semarang,Platinum,2024-09-22,Y
996,Pelanggan 0996,Yogyakarta,Bronze,2024-09-23,N
997,Pelanggan 0997,Denpasar,Silver,2024-09-24,Y
998,Pelanggan 0998,Palembang,Gold,2024-09-25,Y
999,Pelanggan 0999,Balikpapan,Platinum,2024-09-26,Y
1000,Pelanggan 1000,Jakarta,Bronze,2024-09-27,N
1001,Pelanggan 1001,Bandung,Silver,2024-09-28,Y
1002,Pelanggan 1002,Surabaya,Gold,2024-09-29,Y
1003,Pelanggan 1003,Medan,Platinum,2024-09-30,Y
1004,Pelanggan 1004,Makassar,Bronze,2024-10-01,N
1005,Pelanggan 1005,Semarang,Silver,2024-10-02,Y
1006,Pelanggan 1006,Yogyakarta,Gold,2024-10-03,Y
1007,Pelanggan 1007,Denpasar,Platinum,2024-10-04,Y
1008,Pelanggan 1008,Palembang,Bronze,2024-10-05,N
1009,Pelanggan 1009,Balikpapan,Silver,2024-10-06,Y
1010,Pelanggan 1010,Jakarta,Gold,2024-10-07,Y
1011,Pelanggan 1011,Bandung,Platinum,2024-10-08,Y
1012,Pelanggan 1012,Surabaya,Bronze,2024-10-09,N
1013,Pelanggan 1013,Medan,Silver,2024-10-10,Y
1014,Pelanggan 1014,Makassar,Gold,2024-10-11,Y
1015,Pelanggan 1015,Semarang,Platinum,2024-10-12,Y
1016,Pelanggan 1016,Yogyakarta,Bronze,2024-10-13,N
1017,Pelanggan 1017,Denpasar,Silver,2024-10-14,Y
1018,Pelanggan 1018,Palembang,Gold,2024-10-15,Y
1019,Pelanggan 1019,Balikpapan,Platinum,2024-10-16,Y
1020,Pelanggan 1020,Jakarta,Bronze,2024-10-17,N
1021,Pelanggan 1021,Bandung,Silver,2024-10-18,Y
1022,Pelanggan 1022,Surabaya,Gold,2024-10-19,Y
1023,Pelanggan 1023,Medan,Platinum,2024-10-20,Y
1024,Pelanggan 1024,Makassar,Bronze,2024-10-21,N
1025,Pelanggan 1025,Semarang,Silver,2024-10-22,Y
1026,Pelanggan 1026,Yogyakarta,Gold,2024-10-23,Y
1027,Pelanggan 1027,Denpasar,Platinum,2024-10-24,Y
1028,Pelanggan 1028,Palembang,Bronze,2024-10-25,N
1029,Pelanggan 1029,Balikpapan,Silver,2024-10-26,Y
1030,Pelanggan 1030,Jakarta,Gold,2024-10-27,Y
1031,Pelanggan 1031,Bandung,Platinum,2024-10-28,Y
1032,Pelanggan 1032,Surabaya,Bronze,2024-10-29,N
1033,Pelanggan 1033,Medan,Silver,2024-10-30,Y
1034,Pelanggan 1034,Makassar,Gold,2024-10-31,Y
1035,Pelanggan 1035,Semarang,Platinum,2024-11-01,Y
1036,Pelanggan 1036,Yogyakarta,Bronze,2024-11-02,N
1037,Pelanggan 1037,Denpasar,Silver,2024-11-03,Y
1038,Pelanggan 1038,Palembang,Gold,2024-11-04,Y
1039,Pelanggan 1039,Balikpapan,Platinum,2024-11-05,Y
1040,Pelanggan 1040,Jakarta,Bronze,2024-11-06,N
1041,Pelanggan 1041,Bandung,Silver,2024-11-07,Y
1042,Pelanggan 1042,Surabaya,Gold,2024-11-08,Y
1043,Pelanggan 1043,Medan,Platinum,2024-11-09,Y
1044,Pelanggan 1044,Makassar,Bronze,2024-11-10,N
1045,Pelanggan 1045,Semarang,Silver,2024-11-11,Y
1046,Pelanggan 1046,Yogyakarta,Gold,2024-11-12,Y
1047,Pelanggan 1047,Denpasar,Platinum,2024-11-13,Y
1048,Pelanggan 1048,Palembang,Bronze,2024-11-14,N
1049,Pelanggan 1049,Balikpapan,Silver,2024-11-15,Y
1050,Pelanggan 1050,Jakarta,Gold,2024-11-16,Y
1051,Pelanggan 1051,Bandung,Platinum,2024-11-17,Y
1052,Pelanggan 1052,Surabaya,Bronze,2024-11-18,N
1053,Pelanggan 1053,Medan,Silver,2024-11-19,Y
1054,Pelanggan 1054,Makassar,Gold,2024-11-20,Y
1055,Pelanggan 1055,Semarang,Platinum,2024-11-21,Y
1056,Pelanggan 1056,Yogyakarta,Bronze,2024-11-22,N
1057,Pelanggan 1057,Denpasar,Silver,2024-11-23,Y
1058,Pelanggan 1058,Palembang,Gold,2024-11-24,Y
1059,Pelanggan 1059,Balikpapan,Platinum,2024-11-25,Y
1060,Pelanggan 1060,Jakarta,Bronze,2024-11-26,N
1061,Pelanggan 1061,Bandung,Silver,2024-11-27,Y
1062,Pelanggan 1062,Surabaya,Gold,2024-11-28,Y
1063,Pelanggan 1063,Medan,Platinum,2024-11-29,Y
1064,Pelanggan 1064,Makassar,Bronze,2024-11-30,N
1065,Pelanggan 1065,Semarang,Silver,2024-12-01,Y
1066,Pelanggan 1066,Yogyakarta,Gold,2024-12-02,Y
1067,Pelanggan 1067,Denpasar,Platinum,2024-12-03,Y
1068,Pelanggan 1068,Palembang,Bronze,2024-12-04,N
1069,Pelanggan 1069,Balikpapan,Silver,2024-12-05,Y
1070,Pelanggan 1070,Jakarta,Gold,2024-12-06,Y
1071,Pelanggan 1071,Bandung,Platinum,2024-12-07,Y
1072,Pelanggan 1072,Surabaya,Bronze,2024-12-08,N
1073,Pelanggan 1073,Medan,Silver,2024-12-09,Y
1074,Pelanggan 1074,Makassar,Gold,2024-12-10,Y
1075,Pelanggan 1075,Semarang,Platinum,2024-12-11,Y
1076,Pelanggan 1076,Yogyakarta,Bronze,2024-12-12,N
1077,Pelanggan 1077,Denpasar,Silver,2024-12-13,Y
1078,Pelanggan 1078,Palembang,Gold,2024-12-14,Y
1079,Pelanggan 1079,Balikpapan,Platinum,2024-12-15,Y
1080,Pelanggan 1080,Jakarta,Bronze,2024-12-16,N
1081,Pelanggan 1081,Bandung,Silver,2024-12-17,Y
1082,Pelanggan 1082,Surabaya,Gold,2024-12-18,Y
1083,Pelanggan 1083,Medan,Platinum,2024-12-19,Y
1084,Pelanggan 1084,Makassar,Bronze,2024-12-20,N
1085,Pelanggan 1085,Semarang,Silver,2024-12-21,Y
1086,Pelanggan 1086,Yogyakarta,Gold,2024-12-22,Y
1087,Pelanggan 1087,Denpasar,Platinum,2024-12-23,Y
1088,Pelanggan 1088,Palembang,Bronze,2024-12-24,N
1089,Pelanggan 1089,Balikpapan,Silver,2024-12-25,Y
1090,Pelanggan 1090,Jakarta,Gold,2024-12-26,Y
1091,Pelanggan 1091,Bandung,Platinum,2024-12-27,Y
1092,Pelanggan 1092,Surabaya,Bronze,2024-12-28,N
1093,Pelanggan 1093,Medan,Silver,2024-12-29,Y
1094,Pelanggan 1094,Makassar,Gold,2024-12-30,Y
1095,Pelanggan 1095,Semarang,Platinum,2024-12-31,Y
1096,Pelanggan 1096,Yogyakarta,Bronze,2025-01-01,N
1097,Pelanggan 1097,Denpasar,Silver,2025-01-02,Y
1098,Pelanggan 1098,Palembang,Gold,2025-01-03,Y
1099,Pelanggan 1099,Balikpapan,Platinum,2025-01-04,Y
1100,Pelanggan 1100,Jakarta,Bronze,2025-01-05,N
1101,Pelanggan 1101,Bandung,Silver,2025-01-06,Y
1102,Pelanggan 1102,Surabaya,Gold,2025-01-07,Y
1103,Pelanggan 1103,Medan,Platinum,2025-01-08,Y
1104,Pelanggan 1104,Makassar,Bronze,2025-01-09,N
1105,Pelanggan 1105,Semarang,Silver,2025-01-10,Y
1106,Pelanggan 1106,Yogyakarta,Gold,2025-01-11,Y
1107,Pelanggan 1107,Denpasar,Platinum,2025-01-12,Y
1108,Pelanggan 1108,Palembang,Bronze,2025-01-13,N
1109,Pelanggan 1109,Balikpapan,Silver,2025-01-14,Y
1110,Pelanggan 1110,Jakarta,Gold,2025-01-15,Y
1111,Pelanggan 1111,Bandung,Platinum,2025-01-16,Y
1112,Pelanggan 1112,Surabaya,Bronze,2025-01-17,N
1113,Pelanggan 1113,Medan,Silver,2025-01-18,Y
1114,Pelanggan 1114,Makassar,Gold,2025-01-19,Y
1115,Pelanggan 1115,Semarang,Platinum,2025-01-20,Y
1116,Pelanggan 1116,Yogyakarta,Bronze,2025-01-21,N
1117,Pelanggan 1117,Denpasar,Silver,2025-01-22,Y
1118,Pelanggan 1118,Palembang,Gold,2025-01-23,Y
1119,Pelanggan 1119,Balikpapan,Platinum,2025-01-24,Y
1120,Pelanggan 1120,Jakarta,Bronze,2025-01-25,N
1121,Pelanggan 1121,Bandung,Silver,2025-01-26,Y
1122,Pelanggan 1122,Surabaya,Gold,2025-01-27,Y
1123,Pelanggan 1123,Medan,Platinum,2025-01-28,Y
1124,Pelanggan 1124,Makassar,Bronze,2025-01-29,N
1125,Pelanggan 1125,Semarang,Silver,2025-01-30,Y
1126,Pelanggan 1126,Yogyakarta,Gold,2025-01-31,Y
1127,Pelanggan 1127,Denpasar,Platinum,2025-02-01,Y
1128,Pelanggan 1128,Palembang,Bronze,2025-02-02,N
1129,Pelanggan 1129,Balikpapan,Silver,2025-02-03,Y
1130,Pelanggan 1130,Jakarta,Gold,2025-02-04,Y
1131,Pelanggan 1131,Bandung,Platinum,2025-02-05,Y
1132,Pelanggan 1132,Surabaya,Bronze,2025-02-06,N
1133,Pelanggan 1133,Medan,Silver,2025-02-07,Y
1134,Pelanggan 1134,Makassar,Gold,2025-02-08,Y
1135,Pelanggan 1135,Semarang,Platinum,2025-02-09,Y
1136,Pelanggan 1136,Yogyakarta,Bronze,2025-02-10,N
1137,Pelanggan 1137,Denpasar,Silver,2025-02-11,Y
1138,Pelanggan 1138,Palembang,Gold,2025-02-12,Y
1139,Pelanggan 1139,Balikpapan,Platinum,2025-02-13,Y
1140,Pelanggan 1140,Jakarta,Bronze,2025-02-14,N
1141,Pelanggan 1141,Bandung,Silver,2025-02-15,Y
1142,Pelanggan 1142,Surabaya,Gold,2025-02-16,Y
1143,Pelanggan 1143,Medan,Platinum,2025-02-17,Y
1144,Pelanggan 1144,Makassar,Bronze,2025-02-18,N
1145,Pelanggan 1145,Semarang,Silver,2025-02-19,Y
1146,Pelanggan 1146,Yogyakarta,Gold,2025-02-20,Y
1147,Pelanggan 1147,Denpasar,Platinum,2025-02-21,Y
1148,Pelanggan 1148,Palembang,Bronze,2025-02-22,N
1149,Pelanggan 1149,Balikpapan,Silver,2025-02-23,Y
1150,Pelanggan 1150,Jakarta,Gold,2025-02-24,Y
1151,Pelanggan 1151,Bandung,Platinum,2025-02-25,Y
1152,Pelanggan 1152,Surabaya,Bronze,2025-02-26,N
1153,Pelanggan 1153,Medan,Silver,2025-02-27,Y
1154,Pelanggan 1154,Makassar,Gold,2025-02-28,Y
1155,Pelanggan 1155,Semarang,Platinum,2025-03-01,Y
1156,Pelanggan 1156,Yogyakarta,Bronze,2025-03-02,N
1157,Pelanggan 1157,Denpasar,Silver,2025-03-03,Y
1158,Pelanggan 1158,Palembang,Gold,2025-03-04,Y
1159,Pelanggan 1159,Balikpapan,Platinum,2025-03-05,Y
1160,Pelanggan 1160,Jakarta,Bronze,2025-03-06,N
1161,Pelanggan 1161,Bandung,Silver,2025-03-07,Y
1162,Pelanggan 1162,Surabaya,Gold,2025-03-08,Y
1163,Pelanggan 1163,Medan,Platinum,2025-03-09,Y
1164,Pelanggan 1164,Makassar,Bronze,2025-03-10,N
1165,Pelanggan 1165,Semarang,Silver,2025-03-11,Y
1166,Pelanggan 1166,Yogyakarta,Gold,2025-03-12,Y
1167,Pelanggan 1167,Denpasar,Platinum,2025-03-13,Y
1168,Pelanggan 1168,Palembang,Bronze,2025-03-14,N
1169,Pelanggan 1169,Balikpapan,Silver,2025-03-15,Y
1170,Pelanggan 1170,Jakarta,Gold,2025-03-16,Y
1171,Pelanggan 1171,Bandung,Platinum,2025-03-17,Y
1172,Pelanggan 1172,Surabaya,Bronze,2025-03-18,N
1173,Pelanggan 1173,Medan,Silver,2025-03-19,Y
1174,Pelanggan 1174,Makassar,Gold,2025-03-20,Y
1175,Pelanggan 1175,Semarang,Platinum,2025-03-21,Y
1176,Pelanggan 1176,Yogyakarta,Bronze,2025-03-22,N
1177,Pelanggan 1177,Denpasar,Silver,2025-03-23,Y
1178,Pelanggan 1178,Palembang,Gold,2025-03-24,Y
1179,Pelanggan 1179,Balikpapan,Platinum,2025-03-25,Y
1180,Pelanggan 1180,Jakarta,Bronze,2025-03-26,N
1181,Pelanggan 1181,Bandung,Silver,2025-03-27,Y
1182,Pelanggan 1182,Surabaya,Gold,2025-03-28,Y
1183,Pelanggan 1183,Medan,Platinum,2025-03-29,Y
1184,Pelanggan 1184,Makassar,Bronze,2025-03-30,N
1185,Pelanggan 1185,Semarang,Silver,2025-03-31,Y
1186,Pelanggan 1186,Yogyakarta,Gold,2025-04-01,Y
1187,Pelanggan 1187,Denpasar,Platinum,2025-04-02,Y
1188,Pelanggan 1188,Palembang,Bronze,2025-04-03,N
1189,Pelanggan 1189,Balikpapan,Silver,2025-04-04,Y
1190,Pelanggan 1190,Jakarta,Gold,2025-04-05,Y
1191,Pelanggan 1191,Bandung,Platinum,2025-04-06,Y
1192,Pelanggan 1192,Surabaya,Bronze,2025-04-07,N
1193,Pelanggan 1193,Medan,Silver,2025-04-08,Y
1194,Pelanggan 1194,Makassar,Gold,2025-04-09,Y
1195,Pelanggan 1195,Semarang,Platinum,2025-04-10,Y
1196,Pelanggan 1196,Yogyakarta,Bronze,2025-04-11,N
1197,Pelanggan 1197,Denpasar,Silver,2025-04-12,Y
1198,Pelanggan 1198,Palembang,Gold,2025-04-13,Y
1199,Pelanggan 1199,Balikpapan,Platinum,2025-04-14,Y
1200,Pelanggan 1200,Jakarta,Bronze,2025-04-15,N
1201,Pelanggan 1201,Bandung,Silver,2025-04-16,Y
1202,Pelanggan 1202,Surabaya,Gold,2025-04-17,Y
1203,Pelanggan 1203,Medan,Platinum,2025-04-18,Y
1204,Pelanggan 1204,Makassar,Bronze,2025-04-19,N
1205,Pelanggan 1205,Semarang,Silver,2025-04-20,Y
1206,Pelanggan 1206,Yogyakarta,Gold,2025-04-21,Y
1207,Pelanggan 1207,Denpasar,Platinum,2025-04-22,Y
1208,Pelanggan 1208,Palembang,Bronze,2025-04-23,N
1209,Pelanggan 1209,Balikpapan,Silver,2025-04-24,Y
1210,Pelanggan 1210,Jakarta,Gold,2025-04-25,Y
1211,Pelanggan 1211,Bandung,Platinum,2025-04-26,Y
1212,Pelanggan 1212,Surabaya,Bronze,2025-04-27,N
1213,Pelanggan 1213,Medan,Silver,2025-04-28,Y
1214,Pelanggan 1214,Makassar,Gold,2025-04-29,Y
1215,Pelanggan 1215,Semarang,Platinum,2025-04-30,Y
1216,Pelanggan 1216,Yogyakarta,Bronze,2025-05-01,N
1217,Pelanggan 1217,Denpasar,Silver,2025-05-02,Y
1218,Pelanggan 1218,Palembang,Gold,2025-05-03,Y
1219,Pelanggan 1219,Balikpapan,Platinum,2025-05-04,Y
1220,Pelanggan 1220,Jakarta,Bronze,2025-05-05,N
1221,Pelanggan 1221,Bandung,Silver,2025-05-06,Y
1222,Pelanggan 1222,Surabaya,Gold,2025-05-07,Y
1223,Pelanggan 1223,Medan,Platinum,2025-05-08,Y
1224,Pelanggan 1224,Makassar,Bronze,2025-05-09,N
1225,Pelanggan 1225,Semarang,Silver,2025-05-10,Y
1226,Pelanggan 1226,Yogyakarta,Gold,2025-05-11,Y
1227,Pelanggan 1227,Denpasar,Platinum,2025-05-12,Y
1228,Pelanggan 1228,Palembang,Bronze,2025-05-13,N
1229,Pelanggan 1229,Balikpapan,Silver,2025-05-14,Y
1230,Pelanggan 1230,Jakarta,Gold,2025-05-15,Y
1231,Pelanggan 1231,Bandung,Platinum,2025-05-16,Y
1232,Pelanggan 1232,Surabaya,Bronze,2025-05-17,N
1233,Pelanggan 1233,Medan,Silver,2025-05-18,Y
1234,Pelanggan 1234,Makassar,Gold,2025-05-19,Y
1235,Pelanggan 1235,Semarang,Platinum,2025-05-20,Y
1236,Pelanggan 1236,Yogyakarta,Bronze,2025-05-21,N
1237,Pelanggan 1237,Denpasar,Silver,2025-05-22,Y
1238,Pelanggan 1238,Palembang,Gold,2025-05-23,Y
1239,Pelanggan 1239,Balikpapan,Platinum,2025-05-24,Y
1240,Pelanggan 1240,Jakarta,Bronze,2025-05-25,N
1241,Pelanggan 1241,Bandung,Silver,2025-05-26,Y
1242,Pelanggan 1242,Surabaya,Gold,2025-05-27,Y
1243,Pelanggan 1243,Medan,Platinum,2025-05-28,Y
1244,Pelanggan 1244,Makassar,Bronze,2025-05-29,N
1245,Pelanggan 1245,Semarang,Silver,2025-05-30,Y
1246,Pelanggan 1246,Yogyakarta,Gold,2025-05-31,Y
1247,Pelanggan 1247,Denpasar,Platinum,2025-06-01,Y
1248,Pelanggan 1248,Palembang,Bronze,2025-06-02,N
1249,Pelanggan 1249,Balikpapan,Silver,2025-06-03,Y
1250,Pelanggan 1250,Jakarta,Gold,2025-06-04,Y
1251,Pelanggan 1251,Bandung,Platinum,2025-06-05,Y
1252,Pelanggan 1252,Surabaya,Bronze,2025-06-06,N
1253,Pelanggan 1253,Medan,Silver,2025-06-07,Y
1254,Pelanggan 1254,Makassar,Gold,2025-06-08,Y
1255,Pelanggan 1255,Semarang,Platinum,2025-06-09,Y
1256,Pelanggan 1256,Yogyakarta,Bronze,2025-06-10,N
1257,Pelanggan 1257,Denpasar,Silver,2025-06-11,Y
1258,Pelanggan 1258,Palembang,Gold,2025-06-12,Y
1259,Pelanggan 1259,Balikpapan,Platinum,2025-06-13,Y
1260,Pelanggan 1260,Jakarta,Bronze,2025-06-14,N
1261,Pelanggan 1261,Bandung,Silver,2025-06-15,Y
1262,Pelanggan 1262,Surabaya,Gold,2025-06-16,Y
1263,Pelanggan 1263,Medan,Platinum,2025-06-17,Y
1264,Pelanggan 1264,Makassar,Bronze,2025-06-18,N
1265,Pelanggan 1265,Semarang,Silver,2025-06-19,Y
1266,Pelanggan 1266,Yogyakarta,Gold,2025-06-20,Y
1267,Pelanggan 1267,Denpasar,Platinum,2025-06-21,Y
1268,Pelanggan 1268,Palembang,Bronze,2025-06-22,N
1269,Pelanggan 1269,Balikpapan,Silver,2025-06-23,Y
1270,Pelanggan 1270,Jakarta,Gold,2025-06-24,Y
1271,Pelanggan 1271,Bandung,Platinum,2025-06-25,Y
1272,Pelanggan 1272,Surabaya,Bronze,2025-06-26,N
1273,Pelanggan 1273,Medan,Silver,2025-06-27,Y
1274,Pelanggan 1274,Makassar,Gold,2025-06-28,Y
1275,Pelanggan 1275,Semarang,Platinum,2025-06-29,Y
1276,Pelanggan 1276,Yogyakarta,Bronze,2025-06-30,N
1277,Pelanggan 1277,Denpasar,Silver,2025-07-01,Y
1278,Pelanggan 1278,Palembang,Gold,2025-07-02,Y
1279,Pelanggan 1279,Balikpapan,Platinum,2025-07-03,Y
1280,Pelanggan 1280,Jakarta,Bronze,2025-07-04,N
1281,Pelanggan 1281,Bandung,Silver,2025-07-05,Y
1282,Pelanggan 1282,Surabaya,Gold,2025-07-06,Y
1283,Pelanggan 1283,Medan,Platinum,2025-07-07,Y
1284,Pelanggan 1284,Makassar,Bronze,2025-07-08,N
1285,Pelanggan 1285,Semarang,Silver,2025-07-09,Y
1286,Pelanggan 1286,Yogyakarta,Gold,2025-07-10,Y
1287,Pelanggan 1287,Denpasar,Platinum,2025-07-11,Y
1288,Pelanggan 1288,Palembang,Bronze,2025-07-12,N
1289,Pelanggan 1289,Balikpapan,Silver,2025-07-13,Y
1290,Pelanggan 1290,Jakarta,Gold,2025-07-14,Y
1291,Pelanggan 1291,Bandung,Platinum,2025-07-15,Y
1292,Pelanggan 1292,Surabaya,Bronze,2025-07-16,N
1293,Pelanggan 1293,Medan,Silver,2025-07-17,Y
1294,Pelanggan 1294,Makassar,Gold,2025-07-18,Y
1295,Pelanggan 1295,Semarang,Platinum,2025-07-19,Y
1296,Pelanggan 1296,Yogyakarta,Bronze,2025-07-20,N
1297,Pelanggan 1297,Denpasar,Silver,2025-07-21,Y
1298,Pelanggan 1298,Palembang,Gold,2025-07-22,Y
1299,Pelanggan 1299,Balikpapan,Platinum,2025-07-23,Y
1300,Pelanggan 1300,Jakarta,Bronze,2025-07-24,N
