tanggal,kota,kategori,order_count,gross_sales,discount,net_sales
2026-06-06,Medan,Elektronik,8,1417776,28355,1389421
2026-06-06,Medan,Fashion,5,872355,17447,854908
2026-06-06,Medan,ATK,81,13835043,276700,13558343
2026-06-06,Medan,Makanan,5,872355,17447,854908
2026-06-06,Medan,Kesehatan,7,1234135,24682,1209453
2026-06-06,Makassar,Elektronik,11,1949442,38988,1910454
2026-06-06,Makassar,Fashion,8,1395768,27915,1367853
2026-06-06,Makassar,ATK,84,14347452,286949,14060503
2026-06-06,Makassar,Makanan,8,1395768,27915,1367853
2026-06-06,Makassar,Kesehatan,10,1763050,35261,1727789
2026-06-07,Jakarta,Elektronik,13,2315807,69474,2246333
2026-06-07,Jakarta,Fashion,10,1753880,52616,1701264
2026-06-07,Jakarta,ATK,6,1030320,30909,999411
2026-06-07,Jakarta,Makanan,10,1753880,52616,1701264
2026-06-07,Jakarta,Kesehatan,12,2126664,63799,2062865
2026-06-07,Bandung,Elektronik,13,2315807,69474,2246333
2026-06-07,Bandung,Fashion,10,1753880,52616,1701264
2026-06-07,Bandung,ATK,6,1030320,30909,999411
2026-06-07,Bandung,Makanan,10,1753880,52616,1701264
2026-06-07,Bandung,Kesehatan,12,2126664,63799,2062865
2026-06-07,Surabaya,Elektronik,14,2493946,74818,2419128
2026-06-07,Surabaya,Fashion,11,1929268,57878,1871390
2026-06-07,Surabaya,ATK,7,1202040,36061,1165979
2026-06-07,Surabaya,Makanan,11,1929268,57878,1871390
2026-06-07,Surabaya,Kesehatan,13,2303886,69116,2234770
2026-06-07,Medan,Elektronik,11,1959529,58785,1900744
2026-06-07,Medan,Fashion,8,1403104,42093,1361011
2026-06-07,Medan,ATK,84,14424480,432734,13991746
2026-06-07,Medan,Makanan,8,1403104,42093,1361011
2026-06-07,Medan,Kesehatan,10,1772220,53166,1719054
2026-06-07,Makassar,Elektronik,14,2493946,74818,2419128
2026-06-07,Makassar,Fashion,11,1929268,57878,1871390
2026-06-07,Makassar,ATK,7,1202040,36061,1165979
2026-06-07,Makassar,Makanan,11,1929268,57878,1871390
2026-06-07,Makassar,Kesehatan,13,2303886,69116,2234770
2026-06-08,Jakarta,Elektronik,16,2864896,114595,2750301
2026-06-08,Jakarta,Fashion,13,2291965,91678,2200287
2026-06-08,Jakarta,ATK,9,1553733,62149,1491584
2026-06-08,Jakarta,Makanan,13,2291965,91678,2200287
2026-06-08,Jakarta,Kesehatan,15,2672085,106883,2565202
2026-06-08,Bandung,Elektronik,16,2864896,114595,2750301
2026-06-08,Bandung,Fashion,13,2291965,91678,2200287
2026-06-08,Bandung,ATK,9,1553733,62149,1491584
2026-06-08,Bandung,Makanan,13,2291965,91678,2200287
2026-06-08,Bandung,Kesehatan,15,2672085,106883,2565202
2026-06-08,Surabaya,Elektronik,17,3043952,121758,2922194
2026-06-08,Surabaya,Fashion,14,2468270,98730,2369540
2026-06-08,Surabaya,ATK,10,1726370,69054,1657316
2026-06-08,Surabaya,Makanan,14,2468270,98730,2369540
2026-06-08,Surabaya,Kesehatan,16,2850224,114008,2736216
2026-06-08,Medan,Elektronik,14,2506784,100271,2406513
2026-06-08,Medan,Fashion,11,1939355,77574,1861781
2026-06-08,Medan,ATK,7,1208459,48338,1160121
2026-06-08,Medan,Makanan,11,1939355,77574,1861781
2026-06-08,Medan,Kesehatan,13,2315807,92632,2223175
2026-06-08,Makassar,Elektronik,17,3043952,121758,2922194
2026-06-08,Makassar,Fashion,14,2468270,98730,2369540
2026-06-08,Makassar,ATK,10,1726370,69054,1657316
2026-06-08,Makassar,Makanan,14,2468270,98730,2369540
2026-06-08,Makassar,Kesehatan,16,2850224,114008,2736216
2026-06-09,Jakarta,Elektronik,19,3419487,170974,3248513
2026-06-09,Jakarta,Fashion,16,2835552,141777,2693775
2026-06-09,Jakarta,ATK,12,2082648,104132,1978516
2026-06-09,Jakarta,Makanan,16,2835552,141777,2693775
2026-06-09,Jakarta,Kesehatan,18,3223008,161150,3061858
2026-06-09,Bandung,Elektronik,19,3419487,170974,3248513
2026-06-09,Bandung,Fashion,16,2835552,141777,2693775
2026-06-09,Bandung,ATK,12,2082648,104132,1978516
2026-06-09,Bandung,Makanan,16,2835552,141777,2693775
2026-06-09,Bandung,Kesehatan,18,3223008,161150,3061858
2026-06-09,Surabaya,Elektronik,20,3599460,179973,3419487
2026-06-09,Surabaya,Fashion,17,3012774,150638,2862136
2026-06-09,Surabaya,ATK,13,2256202,112810,2143392
2026-06-09,Surabaya,Makanan,17,3012774,150638,2862136
2026-06-09,Surabaya,Kesehatan,19,3402064,170103,3231961
2026-06-09,Medan,Elektronik,17,3059541,152977,2906564
2026-06-09,Medan,Fashion,14,2481108,124055,2357053
2026-06-09,Medan,ATK,10,1735540,86777,1648763
2026-06-09,Medan,Makanan,14,2481108,124055,2357053
2026-06-09,Medan,Kesehatan,16,2864896,143244,2721652
2026-06-09,Makassar,Elektronik,20,3599460,179973,3419487
2026-06-09,Makassar,Fashion,17,3012774,150638,2862136
2026-06-09,Makassar,ATK,13,2256202,112810,2143392
2026-06-09,Makassar,Makanan,17,3012774,150638,2862136
2026-06-09,Makassar,Kesehatan,19,3402064,170103,3231961
2026-06-10,Jakarta,Elektronik,22,3979580,238774,3740806
2026-06-10,Jakarta,Fashion,19,3384641,203078,3181563
2026-06-10,Jakarta,ATK,15,2617065,157023,2460042
2026-06-10,Jakarta,Makanan,19,3384641,203078,3181563
2026-06-10,Jakarta,Kesehatan,21,3779433,226765,3552668
2026-06-10,Bandung,Elektronik,22,3979580,238774,3740806
2026-06-10,Bandung,Fashion,19,3384641,203078,3181563
2026-06-10,Bandung,ATK,15,2617065,157023,2460042
2026-06-10,Bandung,Makanan,19,3384641,203078,3181563
2026-06-10,Bandung,Kesehatan,21,3779433,226765,3552668
2026-06-10,Surabaya,Elektronik,23,4160470,249628,3910842
2026-06-10,Surabaya,Fashion,20,3562780,213766,3349014
2026-06-10,Surabaya,ATK,16,2791536,167492,2624044
2026-06-10,Surabaya,Makanan,20,3562780,213766,3349014
2026-06-10,Surabaya,Kesehatan,22,3959406,237564,3721842
2026-06-10,Medan,Elektronik,20,3617800,217068,3400732
2026-06-10,Medan,Fashion,17,3028363,181701,2846662
2026-06-10,Medan,ATK,13,2268123,136087,2132036
2026-06-10,Medan,Makanan,17,3028363,181701,2846662
2026-06-10,Medan,Kesehatan,19,3419487,205169,3214318
2026-06-10,Makassar,Elektronik,23,4160470,249628,3910842
2026-06-10,Makassar,Fashion,20,3562780,213766,3349014
2026-06-10,Makassar,ATK,16,2791536,167492,2624044
2026-06-10,Makassar,Makanan,20,3562780,213766,3349014
2026-06-10,Makassar,Kesehatan,22,3959406,237564,3721842
2026-06-11,Jakarta,Elektronik,25,4545175,318162,4227013
2026-06-11,Jakarta,Fashion,22,3939232,275746,3663486
2026-06-11,Jakarta,ATK,18,3156984,220988,2935996
2026-06-11,Jakarta,Makanan,22,3939232,275746,3663486
2026-06-11,Jakarta,Kesehatan,24,4341360,303895,4037465
2026-06-11,Bandung,Elektronik,25,4545175,318162,4227013
2026-06-11,Bandung,Fashion,22,3939232,275746,3663486
2026-06-11,Bandung,ATK,18,3156984,220988,2935996
2026-06-11,Bandung,Makanan,22,3939232,275746,3663486
2026-06-11,Bandung,Kesehatan,24,4341360,303895,4037465
2026-06-11,Surabaya,Elektronik,26,4726982,330888,4396094
2026-06-11,Surabaya,Fashion,23,4118288,288280,3830008
2026-06-11,Surabaya,ATK,19,3332372,233266,3099106
2026-06-11,Surabaya,Makanan,23,4118288,288280,3830008
2026-06-11,Surabaya,Kesehatan,25,4522250,316557,4205693
2026-06-11,Medan,Elektronik,23,4181561,292709,3888852
2026-06-11,Medan,Fashion,20,3581120,250678,3330442
2026-06-11,Medan,ATK,16,2806208,196434,2609774
2026-06-11,Medan,Makanan,20,3581120,250678,3330442
2026-06-11,Medan,Kesehatan,22,3979580,278570,3701010
2026-06-11,Makassar,Elektronik,26,4726982,330888,4396094
2026-06-11,Makassar,Fashion,23,4118288,288280,3830008
2026-06-11,Makassar,ATK,19,3332372,233266,3099106
2026-06-11,Makassar,Makanan,23,4118288,288280,3830008
2026-06-11,Makassar,Kesehatan,25,4522250,316557,4205693
2026-06-12,Jakarta,Elektronik,28,5116272,409301,4706971
2026-06-12,Jakarta,Fashion,25,4499325,359946,4139379
2026-06-12,Jakarta,ATK,21,3702405,296192,3406213
2026-06-12,Jakarta,Makanan,25,4499325,359946,4139379
2026-06-12,Jakarta,Kesehatan,27,4908789,392703,4516086
2026-06-12,Bandung,Elektronik,28,5116272,409301,4706971
2026-06-12,Bandung,Fashion,25,4499325,359946,4139379
2026-06-12,Bandung,ATK,21,3702405,296192,3406213
2026-06-12,Bandung,Makanan,25,4499325,359946,4139379
2026-06-12,Bandung,Kesehatan,27,4908789,392703,4516086
2026-06-12,Surabaya,Elektronik,29,5298996,423919,4875077
2026-06-12,Surabaya,Fashion,26,4679298,374343,4304955
2026-06-12,Surabaya,ATK,22,3878710,310296,3568414
2026-06-12,Surabaya,Makanan,26,4679298,374343,4304955
2026-06-12,Surabaya,Kesehatan,28,5090596,407247,4683349
2026-06-12,Medan,Elektronik,26,4750824,380065,4370759
2026-06-12,Medan,Fashion,23,4139379,331150,3808229
2026-06-12,Medan,ATK,19,3349795,267983,3081812
2026-06-12,Medan,Makanan,23,4139379,331150,3808229
2026-06-12,Medan,Kesehatan,25,4545175,363614,4181561
2026-06-12,Makassar,Elektronik,29,5298996,423919,4875077
2026-06-12,Makassar,Fashion,26,4679298,374343,4304955
2026-06-12,Makassar,ATK,22,3878710,310296,3568414
2026-06-12,Makassar,Makanan,26,4679298,374343,4304955
2026-06-12,Makassar,Kesehatan,28,5090596,407247,4683349
2026-06-13,Jakarta,Elektronik,31,5692871,512358,5180513
2026-06-13,Jakarta,Fashion,28,5064920,455842,4609078
2026-06-13,Jakarta,ATK,24,4253328,382799,3870529
2026-06-13,Jakarta,Makanan,28,5064920,455842,4609078
2026-06-13,Jakarta,Kesehatan,30,5481720,493354,4988366
2026-06-13,Bandung,Elektronik,31,5692871,512358,5180513
2026-06-13,Bandung,Fashion,28,5064920,455842,4609078
2026-06-13,Bandung,ATK,24,4253328,382799,3870529
2026-06-13,Bandung,Makanan,28,5064920,455842,4609078
2026-06-13,Bandung,Kesehatan,30,5481720,493354,4988366
2026-06-13,Surabaya,Elektronik,32,5876512,528886,5347626
2026-06-13,Surabaya,Fashion,29,5245810,472122,4773688
2026-06-13,Surabaya,ATK,25,4430550,398749,4031801
2026-06-13,Surabaya,Makanan,29,5245810,472122,4773688
2026-06-13,Surabaya,Kesehatan,31,5664444,509799,5154645
2026-06-13,Medan,Elektronik,29,5325589,479303,4846286
2026-06-13,Medan,Fashion,26,4703140,423282,4279858
2026-06-13,Medan,ATK,22,3898884,350899,3547985
2026-06-13,Medan,Makanan,26,4703140,423282,4279858
2026-06-13,Medan,Kesehatan,28,5116272,460464,4655808
2026-06-13,Makassar,Elektronik,32,5876512,528886,5347626
2026-06-13,Makassar,Fashion,29,5245810,472122,4773688
2026-06-13,Makassar,ATK,25,4430550,398749,4031801
2026-06-13,Makassar,Makanan,29,5245810,472122,4773688
2026-06-13,Makassar,Kesehatan,31,5664444,509799,5154645
2026-06-14,Jakarta,Elektronik,34,6274972,627497,5647475
2026-06-14,Jakarta,Fashion,31,5636017,563601,5072416
2026-06-14,Jakarta,ATK,27,4809753,480975,4328778
2026-06-14,Jakarta,Makanan,31,5636017,563601,5072416
2026-06-14,Jakarta,Kesehatan,33,6060153,606015,5454138
2026-06-14,Bandung,Elektronik,34,6274972,627497,5647475
2026-06-14,Bandung,Fashion,31,5636017,563601,5072416
2026-06-14,Bandung,ATK,27,4809753,480975,4328778
2026-06-14,Bandung,Makanan,31,5636017,563601,5072416
2026-06-14,Bandung,Kesehatan,33,6060153,606015,5454138
2026-06-14,Surabaya,Elektronik,35,6459530,645953,5813577
2026-06-14,Surabaya,Fashion,32,5817824,581782,5236042
2026-06-14,Surabaya,ATK,28,4987892,498789,4489103
2026-06-14,Surabaya,Makanan,32,5817824,581782,5236042
2026-06-14,Surabaya,Kesehatan,34,6243794,624379,5619415
2026-06-14,Medan,Elektronik,32,5905856,590585,5315271
2026-06-14,Medan,Fashion,29,5272403,527240,4745163
2026-06-14,Medan,ATK,25,4453475,445347,4008128
2026-06-14,Medan,Makanan,29,5272403,527240,4745163
2026-06-14,Medan,Kesehatan,31,5692871,569287,5123584
2026-06-14,Makassar,Elektronik,35,6459530,645953,5813577
2026-06-14,Makassar,Fashion,32,5817824,581782,5236042
2026-06-14,Makassar,ATK,28,4987892,498789,4489103
2026-06-14,Makassar,Makanan,32,5817824,581782,5236042
2026-06-14,Makassar,Kesehatan,34,6243794,624379,5619415
2026-06-15,Jakarta,Elektronik,37,6862575,0,6862575
2026-06-15,Jakarta,Fashion,34,6212616,0,6212616
2026-06-15,Jakarta,ATK,30,5371680,0,5371680
2026-06-15,Jakarta,Makanan,34,6212616,0,6212616
2026-06-15,Jakarta,Kesehatan,36,6644088,0,6644088
2026-06-15,Bandung,Elektronik,37,6862575,0,6862575
2026-06-15,Bandung,Fashion,34,6212616,0,6212616
2026-06-15,Bandung,ATK,30,5371680,0,5371680
2026-06-15,Bandung,Makanan,34,6212616,0,6212616
2026-06-15,Bandung,Kesehatan,36,6644088,0,6644088
2026-06-15,Surabaya,Elektronik,38,7048050,0,7048050
2026-06-15,Surabaya,Fashion,35,6395340,0,6395340
2026-06-15,Surabaya,ATK,31,5550736,0,5550736
2026-06-15,Surabaya,Makanan,35,6395340,0,6395340
2026-06-15,Surabaya,Kesehatan,37,6828646,0,6828646
2026-06-15,Medan,Elektronik,35,6491625,0,6491625
2026-06-15,Medan,Fashion,32,5847168,0,5847168
2026-06-15,Medan,ATK,28,5013568,0,5013568
2026-06-15,Medan,Makanan,32,5847168,0,5847168
2026-06-15,Medan,Kesehatan,34,6274972,0,6274972
2026-06-15,Makassar,Elektronik,38,7048050,0,7048050
2026-06-15,Makassar,Fashion,35,6395340,0,6395340
2026-06-15,Makassar,ATK,31,5550736,0,5550736
2026-06-15,Makassar,Makanan,35,6395340,0,6395340
2026-06-15,Makassar,Kesehatan,37,6828646,0,6828646
2026-06-16,Jakarta,Elektronik,40,7455680,74556,7381124
2026-06-16,Jakarta,Fashion,37,6794717,67947,6726770
2026-06-16,Jakarta,ATK,33,5939109,59391,5879718
2026-06-16,Jakarta,Makanan,37,6794717,67947,6726770
2026-06-16,Jakarta,Kesehatan,39,7233525,72335,7161190
2026-06-16,Bandung,Elektronik,40,7455680,74556,7381124
2026-06-16,Bandung,Fashion,37,6794717,67947,6726770
2026-06-16,Bandung,ATK,33,5939109,59391,5879718
2026-06-16,Bandung,Makanan,37,6794717,67947,6726770
2026-06-16,Bandung,Kesehatan,39,7233525,72335,7161190
2026-06-16,Surabaya,Elektronik,41,7642072,76420,7565652
2026-06-16,Surabaya,Fashion,38,6978358,69783,6908575
2026-06-16,Surabaya,ATK,34,6119082,61190,6057892
2026-06-16,Surabaya,Makanan,38,6978358,69783,6908575
2026-06-16,Surabaya,Kesehatan,40,7419000,74190,7344810
2026-06-16,Medan,Elektronik,38,7082896,70828,7012068
2026-06-16,Medan,Fashion,35,6427435,64274,6363161
2026-06-16,Medan,ATK,31,5579163,55791,5523372
2026-06-16,Medan,Makanan,35,6427435,64274,6363161
2026-06-16,Medan,Kesehatan,37,6862575,68625,6793950
2026-06-16,Makassar,Elektronik,41,7642072,76420,7565652
2026-06-16,Makassar,Fashion,38,6978358,69783,6908575
2026-06-16,Makassar,ATK,34,6119082,61190,6057892
2026-06-16,Makassar,Makanan,38,6978358,69783,6908575
2026-06-16,Makassar,Kesehatan,40,7419000,74190,7344810
2026-06-17,Jakarta,Elektronik,43,8054287,161085,7893202
2026-06-17,Jakarta,Fashion,40,7382320,147646,7234674
2026-06-17,Jakarta,ATK,36,6512040,130240,6381800
2026-06-17,Jakarta,Makanan,40,7382320,147646,7234674
2026-06-17,Jakarta,Kesehatan,42,7828464,156569,7671895
2026-06-17,Bandung,Elektronik,43,8054287,161085,7893202
2026-06-17,Bandung,Fashion,40,7382320,147646,7234674
2026-06-17,Bandung,ATK,36,6512040,130240,6381800
2026-06-17,Bandung,Makanan,40,7382320,147646,7234674
2026-06-17,Bandung,Kesehatan,42,7828464,156569,7671895
2026-06-17,Surabaya,Elektronik,44,8241596,164831,8076765
2026-06-17,Surabaya,Fashion,41,7566878,151337,7415541
2026-06-17,Surabaya,ATK,37,6692930,133858,6559072
2026-06-17,Surabaya,Makanan,41,7566878,151337,7415541
2026-06-17,Surabaya,Kesehatan,43,8014856,160297,7854559
2026-06-17,Medan,Elektronik,41,7679669,153593,7526076
2026-06-17,Medan,Fashion,38,7013204,140264,6872940
2026-06-17,Medan,ATK,34,6150260,123005,6027255
2026-06-17,Medan,Makanan,38,7013204,140264,6872940
2026-06-17,Medan,Kesehatan,40,7455680,149113,7306567
2026-06-17,Makassar,Elektronik,44,8241596,164831,8076765
2026-06-17,Makassar,Fashion,41,7566878,151337,7415541
2026-06-17,Makassar,ATK,37,6692930,133858,6559072
2026-06-17,Makassar,Makanan,41,7566878,151337,7415541
2026-06-17,Makassar,Kesehatan,43,8014856,160297,7854559
2026-06-18,Jakarta,Elektronik,46,8658396,259751,8398645
2026-06-18,Jakarta,Fashion,43,7975425,239262,7736163
2026-06-18,Jakarta,ATK,39,7090473,212714,6877759
2026-06-18,Jakarta,Makanan,43,7975425,239262,7736163
2026-06-18,Jakarta,Kesehatan,45,8428905,252867,8176038
2026-06-18,Bandung,Elektronik,46,8658396,259751,8398645
2026-06-18,Bandung,Fashion,43,7975425,239262,7736163
2026-06-18,Bandung,ATK,39,7090473,212714,6877759
2026-06-18,Bandung,Makanan,43,7975425,239262,7736163
2026-06-18,Bandung,Kesehatan,45,8428905,252867,8176038
2026-06-18,Surabaya,Elektronik,47,8846622,265398,8581224
2026-06-18,Surabaya,Fashion,44,8160900,244827,7916073
2026-06-18,Surabaya,ATK,40,7272280,218168,7054112
2026-06-18,Surabaya,Makanan,44,8160900,244827,7916073
2026-06-18,Surabaya,Kesehatan,46,8616214,258486,8357728
2026-06-18,Medan,Elektronik,44,8281944,248458,8033486
2026-06-18,Medan,Fashion,41,7604475,228134,7376341
2026-06-18,Medan,ATK,37,6726859,201805,6525054
2026-06-18,Medan,Makanan,41,7604475,228134,7376341
2026-06-18,Medan,Kesehatan,43,8054287,241628,7812659
2026-06-18,Makassar,Elektronik,47,8846622,265398,8581224
2026-06-18,Makassar,Fashion,44,8160900,244827,7916073
2026-06-18,Makassar,ATK,40,7272280,218168,7054112
2026-06-18,Makassar,Makanan,44,8160900,244827,7916073
2026-06-18,Makassar,Kesehatan,46,8616214,258486,8357728
2026-06-19,Jakarta,Elektronik,49,9268007,370720,8897287
2026-06-19,Jakarta,Fashion,46,8574032,342961,8231071
2026-06-19,Jakarta,ATK,42,7674408,306976,7367432
2026-06-19,Jakarta,Makanan,46,8574032,342961,8231071
2026-06-19,Jakarta,Kesehatan,48,9034848,361393,8673455
2026-06-19,Bandung,Elektronik,49,9268007,370720,8897287
2026-06-19,Bandung,Fashion,46,8574032,342961,8231071
2026-06-19,Bandung,ATK,42,7674408,306976,7367432
2026-06-19,Bandung,Makanan,46,8574032,342961,8231071
2026-06-19,Bandung,Kesehatan,48,9034848,361393,8673455
2026-06-19,Surabaya,Elektronik,50,9457150,378286,9078864
2026-06-19,Surabaya,Fashion,47,8760424,350416,8410008
2026-06-19,Surabaya,ATK,43,7857132,314285,7542847
2026-06-19,Surabaya,Makanan,47,8760424,350416,8410008
2026-06-19,Surabaya,Kesehatan,49,9223074,368922,8854152
2026-06-19,Medan,Elektronik,47,8889721,355588,8534133
2026-06-19,Medan,Fashion,44,8201248,328049,7873199
2026-06-19,Medan,ATK,40,7308960,292358,7016602
2026-06-19,Medan,Makanan,44,8201248,328049,7873199
2026-06-19,Medan,Kesehatan,46,8658396,346335,8312061
2026-06-19,Makassar,Elektronik,50,9457150,378286,9078864
2026-06-19,Makassar,Fashion,47,8760424,350416,8410008
2026-06-19,Makassar,ATK,43,7857132,314285,7542847
2026-06-19,Makassar,Makanan,47,8760424,350416,8410008
2026-06-19,Makassar,Kesehatan,49,9223074,368922,8854152
2026-06-20,Jakarta,Elektronik,52,9883120,494156,9388964
2026-06-20,Jakarta,Fashion,49,9178141,458907,8719234
2026-06-20,Jakarta,ATK,45,8263845,413192,7850653
2026-06-20,Jakarta,Makanan,49,9178141,458907,8719234
2026-06-20,Jakarta,Kesehatan,51,9646293,482314,9163979
2026-06-20,Bandung,Elektronik,52,9883120,494156,9388964
2026-06-20,Bandung,Fashion,49,9178141,458907,8719234
2026-06-20,Bandung,ATK,45,8263845,413192,7850653
2026-06-20,Bandung,Makanan,49,9178141,458907,8719234
2026-06-20,Bandung,Kesehatan,51,9646293,482314,9163979
2026-06-20,Surabaya,Elektronik,53,10073180,503659,9569521
2026-06-20,Surabaya,Fashion,50,9365450,468272,8897178
2026-06-20,Surabaya,ATK,46,8447486,422374,8025112
2026-06-20,Surabaya,Makanan,50,9365450,468272,8897178
2026-06-20,Surabaya,Kesehatan,52,9835436,491771,9343665
2026-06-20,Medan,Elektronik,50,9503000,475150,9027850
2026-06-20,Medan,Fashion,47,8803523,440176,8363347
2026-06-20,Medan,ATK,43,7896563,394828,7501735
2026-06-20,Medan,Makanan,47,8803523,440176,8363347
2026-06-20,Medan,Kesehatan,49,9268007,463400,8804607
2026-06-20,Makassar,Elektronik,53,10073180,503659,9569521
2026-06-20,Makassar,Fashion,50,9365450,468272,8897178
2026-06-20,Makassar,ATK,46,8447486,422374,8025112
2026-06-20,Makassar,Makanan,50,9365450,468272,8897178
2026-06-20,Makassar,Kesehatan,52,9835436,491771,9343665
2026-06-21,Jakarta,Elektronik,55,10503735,630224,9873511
2026-06-21,Jakarta,Fashion,52,9787752,587265,9200487
2026-06-21,Jakarta,ATK,48,8858784,531527,8327257
2026-06-21,Jakarta,Makanan,52,9787752,587265,9200487
2026-06-21,Jakarta,Kesehatan,54,10263240,615794,9647446
2026-06-21,Bandung,Elektronik,55,10503735,630224,9873511
2026-06-21,Bandung,Fashion,52,9787752,587265,9200487
2026-06-21,Bandung,ATK,48,8858784,531527,8327257
2026-06-21,Bandung,Makanan,52,9787752,587265,9200487
2026-06-21,Bandung,Kesehatan,54,10263240,615794,9647446
2026-06-21,Surabaya,Elektronik,56,10694712,641682,10053030
2026-06-21,Surabaya,Fashion,53,9975978,598558,9377420
2026-06-21,Surabaya,ATK,49,9043342,542600,8500742
2026-06-21,Surabaya,Makanan,53,9975978,598558,9377420
2026-06-21,Surabaya,Kesehatan,55,10453300,627198,9826102
2026-06-21,Medan,Elektronik,53,10121781,607306,9514475
2026-06-21,Medan,Fashion,50,9411300,564678,8846622
2026-06-21,Medan,ATK,46,8489668,509380,7980288
2026-06-21,Medan,Makanan,50,9411300,564678,8846622
2026-06-21,Medan,Kesehatan,52,9883120,592987,9290133
2026-06-21,Makassar,Elektronik,56,10694712,641682,10053030
2026-06-21,Makassar,Fashion,53,9975978,598558,9377420
2026-06-21,Makassar,ATK,49,9043342,542600,8500742
2026-06-21,Makassar,Makanan,53,9975978,598558,9377420
2026-06-21,Makassar,Kesehatan,55,10453300,627198,9826102
2026-06-22,Jakarta,Elektronik,58,11129852,779089,10350763
2026-06-22,Jakarta,Fashion,55,10402865,728200,9674665
2026-06-22,Jakarta,ATK,51,9459225,662145,8797080
2026-06-22,Jakarta,Makanan,55,10402865,728200,9674665
2026-06-22,Jakarta,Kesehatan,57,10885689,761998,10123691
2026-06-22,Bandung,Elektronik,58,11129852,779089,10350763
2026-06-22,Bandung,Fashion,55,10402865,728200,9674665
2026-06-22,Bandung,ATK,51,9459225,662145,8797080
2026-06-22,Bandung,Makanan,55,10402865,728200,9674665
2026-06-22,Bandung,Kesehatan,57,10885689,761998,10123691
2026-06-22,Surabaya,Elektronik,59,11321746,792522,10529224
2026-06-22,Surabaya,Fashion,56,10592008,741440,9850568
2026-06-22,Surabaya,ATK,52,9644700,675129,8969571
2026-06-22,Surabaya,Makanan,56,10592008,741440,9850568
2026-06-22,Surabaya,Kesehatan,58,11076666,775366,10301300
2026-06-22,Medan,Elektronik,56,10746064,752224,9993840
2026-06-22,Medan,Fashion,53,10024579,701720,9322859
2026-06-22,Medan,ATK,49,9088275,636179,8452096
2026-06-22,Medan,Makanan,53,10024579,701720,9322859
2026-06-22,Medan,Kesehatan,55,10503735,735261,9768474
2026-06-22,Makassar,Elektronik,59,11321746,792522,10529224
2026-06-22,Makassar,Fashion,56,10592008,741440,9850568
2026-06-22,Makassar,ATK,52,9644700,675129,8969571
2026-06-22,Makassar,Makanan,56,10592008,741440,9850568
2026-06-22,Makassar,Kesehatan,58,11076666,775366,10301300
2026-06-23,Jakarta,Elektronik,61,11761471,940917,10820554
2026-06-23,Jakarta,Fashion,58,11023480,881878,10141602
2026-06-23,Jakarta,ATK,54,10065168,805213,9259955
2026-06-23,Jakarta,Makanan,58,11023480,881878,10141602
2026-06-23,Jakarta,Kesehatan,60,11513640,921091,10592549
2026-06-23,Bandung,Elektronik,61,11761471,940917,10820554
2026-06-23,Bandung,Fashion,58,11023480,881878,10141602
2026-06-23,Bandung,ATK,54,10065168,805213,9259955
2026-06-23,Bandung,Makanan,58,11023480,881878,10141602
2026-06-23,Bandung,Kesehatan,60,11513640,921091,10592549
2026-06-23,Surabaya,Elektronik,62,11954282,956342,10997940
2026-06-23,Surabaya,Fashion,59,11213540,897083,10316457
2026-06-23,Surabaya,ATK,55,10251560,820124,9431436
2026-06-23,Surabaya,Makanan,59,11213540,897083,10316457
2026-06-23,Surabaya,Kesehatan,61,11705534,936442,10769092
2026-06-23,Medan,Elektronik,59,11375849,910067,10465782
2026-06-23,Medan,Fashion,56,10643360,851468,9791892
2026-06-23,Medan,ATK,52,9692384,775390,8916994
2026-06-23,Medan,Makanan,56,10643360,851468,9791892
2026-06-23,Medan,Kesehatan,58,11129852,890388,10239464
2026-06-23,Makassar,Elektronik,62,11954282,956342,10997940
2026-06-23,Makassar,Fashion,59,11213540,897083,10316457
2026-06-23,Makassar,ATK,55,10251560,820124,9431436
2026-06-23,Makassar,Makanan,59,11213540,897083,10316457
2026-06-23,Makassar,Kesehatan,61,11705534,936442,10769092
2026-06-24,Jakarta,Elektronik,64,12398592,1115873,11282719
2026-06-24,Jakarta,Fashion,61,11649597,1048463,10601134
2026-06-24,Jakarta,ATK,57,10676613,960895,9715718
2026-06-24,Jakarta,Makanan,61,11649597,1048463,10601134
2026-06-24,Jakarta,Kesehatan,63,12147093,1093238,11053855
2026-06-24,Bandung,Elektronik,64,12398592,1115873,11282719
2026-06-24,Bandung,Fashion,61,11649597,1048463,10601134
2026-06-24,Bandung,ATK,57,10676613,960895,9715718
2026-06-24,Bandung,Makanan,61,11649597,1048463,10601134
2026-06-24,Bandung,Kesehatan,63,12147093,1093238,11053855
2026-06-24,Surabaya,Elektronik,65,12592320,1133308,11459012
2026-06-24,Surabaya,Fashion,62,11840574,1065651,10774923
2026-06-24,Surabaya,ATK,58,10863922,977752,9886170
2026-06-24,Surabaya,Makanan,62,11840574,1065651,10774923
2026-06-24,Surabaya,Kesehatan,64,12339904,1110591,11229313
2026-06-24,Medan,Elektronik,62,12011136,1081002,10930134
2026-06-24,Medan,Fashion,59,11267643,1014087,10253556
2026-06-24,Medan,ATK,55,10301995,927179,9374816
2026-06-24,Medan,Makanan,59,11267643,1014087,10253556
2026-06-24,Medan,Kesehatan,61,11761471,1058532,10702939
2026-06-24,Makassar,Elektronik,65,12592320,1133308,11459012
2026-06-24,Makassar,Fashion,62,11840574,1065651,10774923
